labMIT-1.0.txt;;;;;;;
language assessment by Mechanical Turk 1.0;;;;;;;
;;;;;;;
word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
awsome;547;07.apr;17.952;4880;--;--;--
cherry;548;07.apr;14.563;3311;--;--;2587
daughter;549;07.apr;18.066;1258;1265;272;1698
eat;550;07.apr;14.563;228;2093;2972;639
favorite;551;07.apr;16.532;501;4519;2048;1495
girlfriend;552;07.apr;16.283;2260;--;--;1695
hoping;553;07.apr;11.421;906;--;2905;1203
impressive;554;07.apr;10.294;4271;--;4363;--
loyalty;555;07.apr;17.723;--;4526;--;--
parent;556;07.apr;12.930;4646;2581;2209;--
relationship;557;07.apr;12.930;1990;691;1430;4256
safe;558;07.apr;16.157;579;2024;2119;873
scholarship;559;07.apr;16.532;--;--;2975;--
shining;560;07.apr;17.608;3585;--;--;837
sunrise;561;07.apr;17.952;3659;--;--;2605
yoga;562;07.apr;15.903;2695;--;--;--
respects;563;07.feb;16.176;--;3820;--;--
fairy;564;07.feb;14.789;--;--;--;3337
humanity;565;07.feb;16.265;--;3146;--;4154
productivity;566;07.feb;13.148;--;3778;--;--
brave;567;07.feb;12.856;2714;4617;--;1741
colours;568;07.feb;13.775;--;--;--;2974
correct;569;07.feb;14.913;2937;1486;3134;4564
dad;570;07.feb;21.236;672;--;4297;1429
daddy;571;07.feb;17.201;1767;--;--;573
dollar;572;07.feb;15.185;1162;4001;1281;1229
easily;573;07.feb;16.349;2438;948;2270;2155
fans;574;07.feb;12.534;709;--;1794;2906
goal;575;07.feb;12.204;1726;1964;1139;3122
hawaii;576;07.feb;16.841;2994;--;--;--
honestly;577;07.feb;15.713;2091;--;--;4321
inspiration;578;07.feb;14.497;2692;4622;3379;3205
olympics;579;07.feb;13.476;2500;--;2083;--
saints;580;07.feb;17.201;1700;4749;--;3778
sleeping;581;07.feb;16.720;958;4686;--;1023
wisdom;582;07.feb;15.583;3025;2168;2824;2050
believed;583;7.00;12.778;--;1256;1462;1884
better;584;7.00;12.778;142;306;359;147
color;585;7.00;13.702;789;1315;2204;1347
colors;586;7.00;17.496;3047;4062;4050;1744
dad's;587;7.00;13.851;--;--;--;--
determination;588;7.00;14.142;--;2086;--;--
discovered;589;7.00;12.454;2262;1604;2593;--
gentlemen;590;7.00;14.289;--;3472;--;3049
girl;591;7.00;11.606;127;1130;1923;101
harmony;592;7.00;14.434;--;3714;--;2685
hello;593;7.00;15.119;681;--;--;798
hopes;594;7.00;15.518;2723;3248;1829;1909
noble;595;7.00;16.036;--;2375;--;--
praised;596;7.00;13.851;--;--;4285;--
reliable;597;7.00;14.846;--;4231;--;--
trip;598;7.00;15.518;677;3013;1596;1043
agreed;599;jun.98;13.013;2440;1512;735;--
approval;600;jun.98;12.036;--;3524;1835;--
brothers;601;jun.98;14.497;1493;2410;716;1115
concerts;602;jun.98;15.451;--;--;3270;--
cooperation;603;jun.98;13.775;--;2824;3280;--
encouraged;604;jun.98;12.370;--;3073;4055;--
giving;605;jun.98;11.516;640;973;1214;761
goals;606;jun.98;12.036;3003;2284;1866;--
ideal;607;jun.98;17.082;--;1761;4874;--
intellectual;608;jun.98;12.856;--;1652;4126;--
invitation;609;jun.98;13.323;--;--;--;4781
marry;610;jun.98;18.680;2964;3751;--;2527
musician;611;jun.98;12.370;--;--;4916;--
outdoors;612;jun.98;16.962;--;--;4411;--
photography;613;jun.98;14.913;2754;--;1677;--
plenty;614;jun.98;12.204;2473;4041;3305;1836
rome;615;jun.98;14.213;--;1612;3750;4446
trees;616;jun.98;15.971;2580;1296;2743;937
trips;617;jun.98;13.169;--;--;3985;4319
unique;618;jun.98;14.356;2825;2278;3782;--
wildlife;619;jun.98;16.841;--;--;4215;--
lullaby;620;jun.98;19.310;--;--;--;3215
thrills;621;jun.98;13.306;--;--;--;4535
abroad;622;jun.96;12.282;--;2864;2404;--
bath;623;jun.96;12.610;1219;4096;--;3628
benefit;624;jun.96;13.087;3195;1541;1039;--
birds;625;jun.96;14.280;2872;2277;4442;1268
dads;626;jun.96;14.702;4402;--;--;--
elegant;627;jun.96;19.268;--;--;4481;--
eternally;628;jun.96;17.138;--;--;--;3459
fair;629;jun.96;12.610;1229;1348;1274;1165
fancy;630;jun.96;13.696;2643;4192;--;2349
great-grandfather;631;jun.96;17.257;--;--;--;--
imagination;632;jun.96;13.547;--;2389;4945;2388
improving;633;jun.96;0.8797;--;4723;4506;--
mountains;634;jun.96;11.945;4720;1960;--;1563
ocean;635;jun.96;17.138;1989;2566;2765;905
pancakes;636;jun.96;12.115;1973;--;--;--
photograph;637;jun.96;15.644;--;--;3626;3718
praying;638;jun.96;17.492;2135;--;--;2023
present;639;jun.96;12.771;955;191;1099;2700
reunion;640;jun.96;16.283;2556;--;--;--
safely;641;jun.96;14.563;4647;--;--;--
saving;642;jun.96;12.610;2376;3825;4611;2619
singing;643;jun.96;17.019;1042;3689;3079;731
songs;644;jun.96;18.731;751;3261;1519;863
sunny;645;jun.96;20.894;1596;--;--;1851
terrific;646;jun.96;20.796;--;--;--;--
theater;647;jun.96;15.513;2581;4729;246;--
vanilla;648;jun.96;13.395;3969;--;--;--
adore;649;jun.96;18.592;--;--;--;1846
gentleman;650;jun.96;17.254;--;2801;--;--
autumn;651;jun.94;15.039;4537;4471;--;2850
cinema;652;jun.94;15.960;3728;--;--;--
college;653;jun.94;14.201;853;684;158;3431
concert;654;jun.94;12.022;1118;--;1271;--
correctly;655;jun.94;13.311;--;4820;--;--
cozy;656;jun.94;14.626;4734;--;--;--
dear;657;jun.94;15.440;596;1454;579;651
earning;658;jun.94;15.308;--;--;4951;--
earns;659;jun.94;10.956;--;--;1905;--
gardening;660;jun.94;12.683;--;--;3624;--
girls;661;jun.94;14.626;419;1472;2378;389
massage;662;jun.94;16.587;3123;--;--;--
outdoor;663;jun.94;12.357;--;--;4278;--
photos;664;jun.94;11.678;954;--;--;--
piano;665;jun.94;12.683;2941;--;2197;3141
sea;666;jun.94;12.843;1653;588;1777;502
trusted;667;jun.94;15.331;--;--;--;4093
albums;668;jun.92;13.223;4149;--;--;--
dignity;669;jun.92;11.753;--;3521;4347;4779
favored;670;jun.92;13.529;--;--;4467;--
fitness;671;jun.92;17.478;2647;--;--;--
game;672;jun.92;16.015;115;1514;306;292
healing;673;jun.92;13.974;4556;4569;--;2739
learned;674;jun.92;15.232;1655;1146;1643;897
learning;675;jun.92;13.529;1377;799;2445;2185
prayers;676;jun.92;18.499;2358;4624;--;2465
promote;677;jun.92;10.660;3366;3231;3390;--
secure;678;jun.92;12.911;3497;2019;4137;--
spa;679;jun.92;14.824;4286;--;--;--
unity;680;jun.92;17.478;--;2042;--;4957
wish;681;jun.92;14.961;141;1092;1880;293
youtube;682;jun.92;15.097;522;--;--;--
favour;683;jun.92;15.253;--;2681;--;--
clean;684;jun.90;18.979;805;2441;2184;845
dynamic;685;jun.90;13.132;--;2947;--;--
encourage;686;jun.90;16.812;--;3447;3025;--
infant;687;jun.90;17.642;--;3222;--;--
jewelry;688;jun.90;15.017;3454;--;4747;--
necklace;689;jun.90;11.650;4445;--;--;--
paintings;690;jun.90;15.940;--;--;2068;--
stability;691;jun.90;14.880;--;2772;--;--
voyage;692;jun.90;13.286;--;4256;--;--
worthy;693;jun.90;16.812;--;2857;--;3664
fulfill;694;jun.90;13.423;--;--;--;4721
eternity;695;jun.90;19.596;--;--;--;1755
accuracy;696;jun.88;11.718;--;3405;--;--
bookstores;697;jun.88;14.518;--;--;2180;--
breeze;698;jun.88;13.346;4464;--;--;1360
bunny;699;jun.88;17.916;2416;--;--;--
cheese;700;jun.88;14.377;1088;--;4972;2119
comics;701;jun.88;13.498;4821;--;--;--
donated;702;jun.88;12.395;4633;--;--;--
easter;703;jun.88;16.980;1683;--;--;--
education;704;jun.88;16.117;1210;337;466;4501
email;705;jun.88;13.192;714;--;--;--
farmer;706;jun.88;16.243;--;4030;--;--
female;707;jun.88;12.720;1839;1250;2781;3266
flavor;708;jun.88;12.229;--;--;--;3203
friday;709;jun.88;16.860;371;--;190;1719
moms;710;jun.88;17.687;2055;--;--;3111
photo;711;jun.88;13.944;840;--;4597;--
pillow;712;jun.88;12.229;2716;--;--;2252
pure;713;jun.88;13.498;2275;1475;4895;1279
saved;714;jun.88;15.070;2291;3041;4157;1418
shakespeare;715;jun.88;17.802;--;4262;--;--
survived;716;jun.88;14.797;4911;--;143;4680
taste;717;jun.88;12.720;861;2256;2916;667
valued;718;jun.88;11.183;--;--;4287;--
vitamin;719;jun.88;13.797;--;4891;--;--
infants;720;jun.88;16.283;--;4162;--;--
silk;721;jun.88;14.525;--;4432;--;4317
dreamed;722;jun.87;13.922;--;--;--;1620
#music;723;jun.86;18.953;--;--;--;--
acceptance;724;jun.86;12.779;--;2923;--;--
banana;725;jun.86;12.938;3130;--;--;4566
breakfast;726;jun.86;11.430;733;4293;4367;3142
cooperative;727;jun.86;13.999;--;4780;--;--
dancer;728;jun.86;15.388;4387;--;4444;3004
grace;729;jun.86;15.254;2936;1919;1851;1074
greatly;730;jun.86;13.403;--;1686;2066;--
guarantee;731;jun.86;13.095;--;4700;3940;3412
improved;732;jun.86;13.554;--;2318;2878;--
improvement;733;jun.86;12.618;--;2027;3541;--
independent;734;jun.86;18.071;4258;980;1166;4531
liking;735;jun.86;0.8809;3424;--;--;--
paris;736;jun.86;16.661;1997;956;1363;2895
pasta;737;jun.86;14.144;2052;--;--;--
photographs;738;jun.86;14.984;--;--;2105;--
recipes;739;jun.86;13.095;3829;--;--;--
relationships;740;jun.86;11.250;3725;1502;4448;--
relief;741;jun.86;16.037;2319;1868;2091;3699
sailing;742;jun.86;14.848;--;--;--;2582
science;743;jun.86;15.780;1561;522;685;3530
seas;744;jun.86;16.289;--;--;--;2081
toast;745;jun.86;14.144;2957;--;--;2473
truly;746;jun.86;0.9691;1491;2145;2289;1649
platinum;747;jun.86;18.484;--;--;--;2218
superstar;748;jun.86;19.685;--;--;--;3214
understands;749;jun.86;12.076;--;--;--;3366
accurately;750;jun.84;14.619;--;4841;--;--
advantage;751;jun.84;12.835;2377;1295;2190;4780
belonging;752;jun.84;12.993;--;3321;--;--
buddy;753;jun.84;10.568;1962;--;--;2552
childhood;754;jun.84;18.556;4236;2817;3976;3773
daylight;755;jun.84;14.049;4943;--;--;2255
discover;756;jun.84;14.049;3053;3090;--;2848
forgiveness;757;jun.84;19.832;--;--;--;3041
great-grandmother;758;jun.84;18.223;--;--;--;--
hopefully;759;jun.84;15.167;804;--;--;--
horses;760;jun.84;14.758;--;2103;4975;2658
interested;761;jun.84;10.947;1440;1645;1840;--
kid;762;jun.84;14.758;732;--;4164;693
live;763;jun.84;15.167;187;653;533;155
lol;764;jun.84;17.884;42;--;--;--
movie;765;jun.84;19.832;158;--;1082;1452
popularity;766;jun.84;15.696;--;--;4766;--
solution;767;jun.84;13.756;3088;722;2492;3291
swim;768;jun.84;12.993;3319;--;--;1791
toy;769;jun.84;20.340;1318;--;--;2483
understanding;770;jun.84;11.669;3988;786;2599;2679
universe;771;jun.84;12.835;2870;2597;--;2080
woman;772;jun.84;16.458;454;473;575;359
woohoo;773;jun.84;20.440;2788;--;--;--
rivers;774;jun.84;15.322;--;3306;--;2537
sail;775;jun.84;15.592;--;--;--;1368
cared;776;jun.83;12.738;--;--;--;2229
active;777;jun.82;17.692;3815;941;1504;--
artists;778;jun.82;14.241;2763;3507;1356;--
babe;779;jun.82;12.728;1582;--;--;561
believes;780;jun.82;11.899;--;4318;2859;3615
born;781;jun.82;16.499;1613;785;656;474
champagne;782;jun.82;17.460;4435;--;--;2724
compassion;783;jun.82;19.026;--;--;4599;--
completed;784;jun.82;13.656;3342;1978;1375;--
create;785;jun.82;11.008;1332;1286;1196;2644
dedicated;786;jun.82;13.200;4526;4531;2178;3955
experienced;787;jun.82;11.726;--;2057;3829;--
fathers;788;jun.82;18.260;--;3332;--;4230
first;789;jun.82;14.803;133;73;74;256
gains;790;jun.82;14.803;--;4440;1244;--
heal;791;jun.82;14.525;3950;--;--;1480
new;792;jun.82;11.373;41;66;25;168
significant;793;jun.82;10.821;--;789;1606;--
singer;794;jun.82;14.525;2728;--;1627;3172
surprisingly;795;jun.82;13.200;4564;--;--;--
young;796;jun.82;12.403;464;280;371;350
mansion;797;jun.82;16.288;--;--;--;4390
prevail;798;jun.82;17.281;--;--;--;4979
qualified;799;jun.81;15.664;--;4372;--;--
air;800;jun.80;16.537;378;395;555;458
amazon;801;jun.80;15.386;1934;--;--;--
animal;802;jun.80;18.516;1982;1281;3132;2133
bedroom;803;jun.80;14.428;2680;--;--;2231
camera;804;jun.80;12.936;1313;4455;3355;3158
cream;805;jun.80;12.936;1076;--;4085;1576
dreamer;806;jun.80;14.983;--;--;--;3319
forgiven;807;jun.80;15.253;--;--;--;4402
highest;808;jun.80;17.613;4503;1482;2072;3033
horse;809;jun.80;15.119;1544;1473;1225;1735
magic;810;jun.80;17.613;1560;3857;3117;777
manners;811;jun.80;12.454;--;4339;--;--
naturally;812;jun.80;16.036;--;1888;--;4758
novels;813;jun.80;16.903;--;4411;3894;--
performers;814;jun.80;12.617;--;--;3596;--
pies;815;jun.80;13.702;--;--;--;4188
protect;816;jun.80;14.142;3269;2253;1650;2079
santa;817;jun.80;17.728;1124;4094;1806;1454
shared;818;jun.80;13.401;4034;2237;2516;1980
smooth;819;jun.80;11.780;2357;3084;--;1731
together;820;jun.80;15.908;609;349;723;264
uncle;821;jun.80;15.649;2742;3058;1670;2295
efficient;822;jun.80;15.135;--;2690;--;--
elevated;823;jun.80;11.899;--;4439;--;--
cafe;824;jun.78;14.469;1920;--;3449;4289
coke;825;jun.78;16.199;2930;--;--;1885
completion;826;jun.78;13.445;--;4666;--;--
coolest;827;jun.78;18.103;3786;--;--;--
creation;828;jun.78;14.039;--;1706;3644;2786
dogs;829;jun.78;18.215;1230;3480;3684;1363
effectiveness;830;jun.78;12.664;--;3757;--;--
esteemed;831;jun.78;14.039;--;--;2251;--
finished;832;jun.78;14.184;536;2127;1325;2940
glee;833;jun.78;18.658;2903;--;--;--
green;834;jun.78;16.938;376;1013;932;670
heartbeat;835;jun.78;17.058;--;--;--;2396
island;836;jun.78;15.425;1527;1063;320;1808
jukebox;837;jun.78;15.817;--;--;--;4447
medal;838;jun.78;14.327;4209;--;3505;--
mom's;839;jun.78;16.199;--;--;--;--
museums;840;jun.78;17.177;--;--;4234;--
painting;841;jun.78;11.657;2611;2830;2403;4705
pie;842;jun.78;17.177;1031;--;--;1943
pool;843;jun.78;14.609;1961;4091;2757;2244
reading;844;jun.78;14.609;473;772;1529;3495
real;845;jun.78;12.002;234;410;357;177
ruby;846;jun.78;12.664;--;--;--;3478
share;847;jun.78;14.039;850;1093;141;724
sons;848;jun.78;16.199;--;1943;636;2600
traveling;849;jun.78;16.695;4012;--;3692;4131
variety;850;jun.78;13.138;--;1154;2245;--
wonders;851;jun.78;18.876;3128;--;--;3462
worth;852;jun.78;13.445;662;1352;862;656
guaranteed;853;jun.78;11.773;--;--;--;3688
raindrops;854;jun.78;14.181;--;--;--;4708
visions;855;jun.78;13.733;--;--;--;2224
pearls;856;jun.77;17.041;--;--;--;3681
america;857;jun.76;15.194;1090;576;471;1571
easy;858;jun.76;15.980;381;1040;1424;395
effective;859;jun.76;12.867;3575;882;1425;--
future;860;jun.76;14.223;811;494;572;719
humans;861;jun.76;14.507;4693;4109;--;--
intimate;862;jun.76;13.024;--;4212;--;--
married;863;jun.76;18.468;1698;1178;1002;1945
muffin;864;jun.76;12.382;4199;--;--;--
papa;865;jun.76;19.332;4155;--;--;2127
plus;866;jun.76;14.923;835;2392;1603;901
popcorn;867;jun.76;18.245;3771;--;--;--
savior;868;jun.76;16.233;--;--;--;2900
seasons;869;jun.76;12.216;4390;--;2698;2447
shop;870;jun.76;10.412;858;2905;2146;1965
sister;871;jun.76;16.483;894;1775;302;1003
style;872;jun.76;16.233;1194;1068;1148;679
supporter;873;jun.76;12.216;--;--;3485;--
switzerland;874;jun.76;15.059;--;--;3822;--
tenderly;875;jun.76;16.233;--;--;--;4748
top;876;jun.76;15.194;379;805;606;475
oxygen;877;jun.76;14.220;--;2378;--;--
rhyme;878;jun.76;11.995;--;--;--;858
allright;879;jun.74;15.624;--;--;--;4282
american;880;jun.74;15.228;564;188;83;1607
artist;881;jun.74;14.401;1480;2972;1369;4613
capable;882;jun.74;16.759;--;1782;4359;--
complete;883;jun.74;12.423;1242;638;1615;1657
convenient;884;jun.74;12.257;--;3640;--;--
courtesy;885;jun.74;10.844;4634;4164;--;--
donate;886;jun.74;13.372;2199;--;--;--
drinks;887;jun.74;14.259;1614;--;--;2508
father's;888;jun.74;13.822;--;2762;--;--
fine;889;jun.74;13.674;735;851;1093;406
focused;890;jun.74;11.395;4448;3800;3106;--
guitars;891;jun.74;13.969;--;--;--;4588
hi;892;jun.74;10.654;534;3701;--;1842
integrity;893;jun.74;15.093;--;4299;3176;--
justice;894;jun.74;19.568;1884;895;609;2643
lake;895;jun.74;16.759;1240;1564;1407;2261
mankind;896;jun.74;16.011;--;3265;--;3295
mentor;897;jun.74;11.214;--;--;4576;--
merit;898;jun.74;12.090;--;3989;--;--
performance;899;jun.74;13.372;1635;820;700;--
plant;900;jun.74;13.524;2023;1131;1149;3245
prepared;901;jun.74;10.654;3698;1123;1897;2599
raise;902;jun.74;12.090;2121;2293;1229;1048
romeo;903;jun.74;17.120;--;--;--;3005
shiny;904;jun.74;12.257;4723;--;--;2970
sugar;905;jun.74;19.358;1152;2246;3564;1055
surprising;906;jun.74;12.906;--;3762;4537;--
technology;907;jun.74;14.957;1773;1228;553;--
treat;908;jun.74;17.120;1326;2925;3487;841
university;909;jun.74;13.822;2245;247;92;--
wishing;910;jun.74;10.461;1471;--;--;1497
yes;911;jun.74;14.542;207;896;1909;235
desires;912;jun.73;14.688;--;3690;--;3329
wished;913;jun.73;14.109;--;2673;--;3243
4-bedroom;914;jun.72;14.988;--;--;--;--
attract;915;jun.72;11.436;--;--;4042;--
bike;916;jun.72;13.856;1478;--;--;4354
car;917;jun.72;21.000;208;1336;764;481
civilization;918;jun.72;13.099;--;3004;--;--
classy;919;jun.72;10.309;--;--;--;--
confirmed;920;jun.72;12.296;4011;3152;3058;--
costumes;921;jun.72;11.256;--;--;3372;--
creating;922;jun.72;11.613;2701;2629;2441;--
culture;923;jun.72;18.075;2985;642;1284;3784
finish;924;jun.72;14.148;830;4337;2355;2324
gallery;925;jun.72;12.784;3250;4979;1342;--
knowing;926;jun.72;13.559;1966;2123;3552;985
lifelong;927;jun.72;14.434;--;--;4413;--
momma;928;jun.72;17.384;3735;--;--;1197
neat;929;jun.72;14.434;3979;--;--;--
niece;930;jun.72;13.559;4434;--;4070;--
online;931;jun.72;12.784;321;--;1812;--
orchestra;932;jun.72;13.708;3590;--;1653;--
plays;933;jun.72;15.784;2157;2202;1478;1796
revenue;934;jun.72;15.258;--;2641;911;--
shower;935;jun.72;15.124;809;--;--;2740
spiritual;936;jun.72;19.487;--;1347;4679;3968
surprised;937;jun.72;13.559;1169;3356;3097;2677
tremendous;938;jun.72;15.913;--;--;4219;--
values;939;jun.72;15.654;--;583;2534;--
villages;940;jun.72;13.708;--;3089;--;--
warm;941;jun.72;17.961;815;2095;2553;702
doggy;942;jun.71;21.794;--;--;--;3981
hallelujah;943;jun.71;19.896;--;--;--;2347
candle;944;jun.71;15.704;--;--;--;2033
secured;945;jun.71;11.478;--;3422;--;--
valid;946;jun.71;14.434;--;3404;--;--
agree;947;jun.70;11.824;799;2070;1854;2384
anniversary;948;jun.70;18.434;2174;--;2682;--
antiques;949;jun.70;13.740;--;--;3928;--
believe;950;jun.70;15.940;420;539;638;156
bucks;951;jun.70;16.812;2975;--;--;3472
cruise;952;jun.70;19.614;3290;--;4514;2798
dancers;953;jun.70;16.067;--;--;3068;--
dine;954;jun.70;14.033;--;--;--;4951
dog;955;jun.70;18.434;343;2305;2578;596
florida;956;jun.70;16.568;1658;4308;859;--
grandsons;957;jun.70;19.086;--;--;4595;--
grants;958;jun.70;12.495;--;4733;3912;--
hired;959;jun.70;14.880;--;--;2663;--
learn;960;jun.70;14.178;385;1175;1651;551
marriage;961;jun.70;22.700;2444;1050;1246;--
mum;962;jun.70;17.525;1833;--;--;--
partner;963;jun.70;12.495;3006;3485;889;3371
productive;964;jun.70;11.294;2150;3737;--;--
rockin;965;jun.70;17.525;4502;--;--;2602
teaches;966;jun.70;10.926;--;--;2248;--
treats;967;jun.70;15.682;4886;--;--;4892
tv;968;jun.70;15.017;355;4174;1160;856
water;969;jun.70;12.164;407;177;713;487
grin;970;jun.69;17.465;--;--;--;2938
invention;971;jun.69;13.103;--;4708;--;--
virtues;972;jun.69;14.318;--;4675;--;--
brains;973;jun.69;14.754;--;--;--;1989
sensation;974;jun.68;14.004;--;4614;--;3107
ability;975;jun.68;0.9988;3332;1023;1620;--
ace;976;jun.68;16.835;2475;--;4915;4136
animals;977;jun.68;20.247;2654;1097;2677;3445
bake;978;jun.68;14.061;2789;--;--;--
bridegroom;979;jun.68;14.205;--;--;1239;--
desire;980;jun.68;13.619;2452;976;3053;921
famous;981;jun.68;20.045;1059;1733;2625;2382
forest;982;jun.68;15.706;3909;1739;1468;2546
fountain;983;jun.68;12.848;--;--;--;4295
goodmorning;984;jun.68;19.213;4471;--;--;--
greater;985;jun.68;13.161;3772;456;1414;3439
grow;986;jun.68;12.196;1451;1949;2191;621
heritage;987;jun.68;13.468;--;--;3959;--
landscape;988;jun.68;11.683;--;3645;3658;--
liberties;989;jun.68;17.076;--;--;4434;--
living;990;jun.68;12.196;720;514;755;336
lyrics;991;jun.68;15.576;2156;--;4534;1291
mercy;992;jun.68;17.664;--;3765;--;1162
museum;993;jun.68;14.630;1844;2295;418;--
novel;994;jun.68;14.630;3639;1837;827;--
palace;995;jun.68;16.468;4320;2851;4744;4831
pianist;996;jun.68;14.061;--;--;2612;--
potential;997;jun.68;10.774;2794;919;1248;--
power;998;jun.68;14.907;369;158;427;569
privilege;999;jun.68;16.468;--;4038;--;--
proceed;1000;jun.68;12.526;--;2873;--;4645
promised;1001;jun.68;10.774;4678;2852;2535;1464
river;1002;jun.68;13.316;1364;579;1024;616
scotland;1003;jun.68;14.907;--;3016;--;--
shares;1004;jun.68;12.196;3670;3442;474;--
skating;1005;jun.68;12.848;3885;--;4730;--
thanx;1006;jun.68;18.565;2777;--;--;--
theatre;1007;jun.68;15.312;3287;2541;--;--
tours;1008;jun.68;15.312;--;--;3159;--
well;1009;jun.68;12.526;108;93;189;109
acceptable;1010;jun.67;12.143;--;3612;--;--
possibilities;1011;jun.67;14.774;--;3213;--;--
accurate;1012;jun.67;10.383;--;2759;--;--
candles;1013;jun.67;14.923;--;--;--;3327
approve;1014;jun.66;15.986;--;--;4141;--
assets;1015;jun.66;16.239;--;3259;1268;--
aunt;1016;jun.66;15.729;3297;4364;1625;--
career;1017;jun.66;14.230;1666;1806;726;4439
charms;1018;jun.66;13.793;--;--;--;3799
communicate;1019;jun.66;10.224;--;4894;--;--
competent;1020;jun.66;16.856;--;4945;--;--
currency;1021;jun.66;15.201;--;3739;1890;--
dedication;1022;jun.66;13.644;--;--;4402;--
dvd;1023;jun.66;14.086;1134;--;--;--
eligible;1024;jun.66;12.715;--;--;4312;--
fan;1025;jun.66;10.422;585;--;3899;2271
firefighters;1026;jun.66;14.230;--;--;4666;--
greet;1027;jun.66;15.598;4910;--;--;3670
motivation;1028;jun.66;14.514;4266;4825;--;--
nieces;1029;jun.66;14.514;--;--;1628;--
personality;1030;jun.66;15.201;4569;1861;4269;4849
powers;1031;jun.66;13.188;--;1008;2858;3421
raises;1032;jun.66;16.239;4905;--;4392;--
sculpture;1033;jun.66;12.554;--;--;3785;--
survivors;1034;jun.66;13.342;--;--;1987;--
tea;1035;jun.66;16.612;722;2962;4751;2503
television;1036;jun.66;15.858;3669;2472;344;3357
tour;1037;jun.66;14.654;927;4475;1109;2868
pony;1038;jun.65;14.076;--;--;--;4376
rhythm;1039;jun.65;15.619;--;--;--;1076
bird;1040;jun.64;15.487;1175;2878;3981;1151
care;1041;jun.64;16.507;388;436;437;239
cat;1042;jun.64;19.770;525;3789;--;1060
cook;1043;jun.64;14.950;899;3748;2683;2788
corn;1044;jun.64;11.563;3620;3043;4897;3866
deposits;1045;jun.64;14.107;--;3587;--;--
expert;1046;jun.64;13.211;3359;3834;2726;--
high;1047;jun.64;12.081;444;161;275;216
